Trip ID,Pickup Date,Pickup Hours,Vehicle,Payment_type,No. of Passengers,Trip Distance,Booking Value,Location,Total Bookings
97699,2024-06-26 00:00:00,1899-12-30 18:33:01,Uber Comfort,Uber Pay,1,7.8,$31.7,Two Bridges/Seward Park,1.00
97788,2024-06-26 00:00:00,1899-12-30 18:06:36,UberX,Uber Pay,1,7.8,$29.7,Upper East Side South,1.00
99637,2024-06-27 00:00:00,1899-12-30 08:56:00,UberX,Uber Pay,1,7.8,$31.95,NV,1.00
102601,2024-06-27 00:00:00,1899-12-30 22:55:21,UberXL,Uber Pay,1,7.8,$32.55,Little Italy/NoLiTa,1.00
103655,2024-06-28 00:00:00,1899-12-30 11:41:21,UberX,Uber Pay,1,7.8,$23,Murray Hill,1.00
103758,2024-06-28 00:00:00,1899-12-30 11:45:57,UberX,Uber Pay,1,7.8,$28.85,Yorkville West,1.00
104383,2024-06-28 00:00:00,1899-12-30 14:15:07,Uber Black,Uber Pay,1,7.8,$33.25,LaGuardia Airport,1.00
108072,2024-06-29 00:00:00,1899-12-30 12:45:22,UberX,Cash,1,7.8,$27.5,Lenox Hill East,1.00
110134,2024-06-29 00:00:00,1899-12-30 17:31:26,UberXL,Uber Pay,4,7.8,$32.15,LaGuardia Airport,1.00
110465,2024-06-29 00:00:00,1899-12-30 18:18:01,UberXL,Uber Pay,1,7.8,$31,West Chelsea/Hudson Yards,1.00
110748,2024-06-29 00:00:00,1899-12-30 19:08:15,UberX,Uber Pay,1,7.8,$30.25,Midtown North,1.00
111231,2024-06-29 00:00:00,1899-12-30 21:55:27,UberX,Uber Pay,1,7.8,$31.95,East Harlem South,1.00
111307,2024-06-29 00:00:00,1899-12-30 22:57:00,Uber Green,Uber Pay,1,7.8,$37.15,West Village,1.00
111717,2024-06-30 00:00:00,1899-12-30 06:06:13,Uber Comfort,Uber Pay,1,7.8,$26.5,Upper West Side South,1.00
112066,2024-06-30 00:00:00,1899-12-30 08:00:55,UberX,Cash,1,7.8,$23.5,Yorkville West,1.00
113398,2024-06-30 00:00:00,1899-12-30 12:30:18,UberXL,Cash,1,7.8,$24,Upper East Side South,1.00
114365,2024-06-30 00:00:00,1899-12-30 14:58:01,Uber Green,Uber Pay,1,7.8,$36,Financial District North,1.00
114780,2024-06-30 00:00:00,1899-12-30 15:34:50,Uber Black,Uber Pay,1,7.8,$30.05,LaGuardia Airport,1.00
115603,2024-06-30 00:00:00,1899-12-30 17:54:49,UberXL,Cash,1,7.8,$30.5,Penn Station/Madison Sq West,1.00
1293,2024-06-01 00:00:00,1899-12-30 12:27:12,UberXL,Uber Pay,3,7.79,$34.42,Penn Station/Madison Sq West,1.00
2046,2024-06-01 00:00:00,1899-12-30 16:46:10,UberX,Uber Pay,2,7.79,$30,Seaport,1.00
7010,2024-06-03 00:00:00,1899-12-30 10:12:07,UberX,Uber Pay,1,7.79,$35.5,TriBeCa/Civic Center,1.00
24922,2024-06-09 00:00:00,1899-12-30 10:31:21,Uber Black,Uber Pay,1,7.79,$25,East Harlem North,1.00
37305,2024-06-12 00:00:00,1899-12-30 14:56:19,Uber Black,Uber Pay,1,7.79,$33.06,Murray Hill,1.00
44375,2024-06-14 00:00:00,1899-12-30 20:07:32,Uber Comfort,Uber Pay,1,7.79,$33.16,Upper East Side South,1.00
45588,2024-06-15 00:00:00,1899-12-30 10:12:11,UberXL,Uber Pay,1,7.79,$29.24,Upper East Side North,1.00
54846,2024-06-17 00:00:00,1899-12-30 13:47:40,Uber Comfort,Uber Pay,3,7.79,$33.06,Midtown East,1.00
57253,2024-06-18 00:00:00,1899-12-30 06:01:25,Uber Black,Uber Pay,1,7.79,$25,Upper West Side South,1.00
69399,2024-06-20 00:00:00,1899-12-30 23:46:08,Uber Comfort,Uber Pay,1,7.79,$24,Central Harlem North,1.00
76968,2024-06-22 00:00:00,1899-12-30 22:00:06,UberXL,Cash,1,7.79,$23.5,Morningside Heights,1.00
78325,2024-06-23 00:00:00,1899-12-30 10:35:05,UberX,Cash,2,7.79,$28,Clinton East,1.00
79859,2024-06-23 00:00:00,1899-12-30 14:29:36,UberX,Cash,1,7.79,$27.5,Union Sq,1.00
86612,2024-06-24 00:00:00,1899-12-30 18:02:03,UberX,Uber Pay,1,7.79,$27.5,Lenox Hill East,1.00
93293,2024-06-25 00:00:00,1899-12-30 23:30:57,Uber Comfort,Uber Pay,1,7.79,$25,Financial District South,1.00
94541,2024-06-26 00:00:00,1899-12-30 10:31:24,Uber Black,Cash,2,7.79,$27.5,Clinton East,1.00
98904,2024-06-26 00:00:00,1899-12-30 23:46:22,Uber Black,Uber Pay,3,7.79,$24.5,Union Sq,1.00
105148,2024-06-28 00:00:00,1899-12-30 17:54:17,UberXL,Cash,1,7.79,$24.5,Hudson Sq,1.00
105626,2024-06-28 00:00:00,1899-12-30 20:31:57,UberX,Cash,1,7.79,$27,Penn Station/Madison Sq West,1.00
108933,2024-06-29 00:00:00,1899-12-30 14:43:23,UberXL,Cash,1,7.79,$29.5,Little Italy/NoLiTa,1.00
114156,2024-06-30 00:00:00,1899-12-30 14:01:29,UberX,Cash,1,7.79,$25.5,East Harlem South,1.00
15811,2024-06-06 00:00:00,1899-12-30 01:03:08,UberXL,Cash,1,7.78,$22.5,Astoria,1.00
39332,2024-06-13 00:00:00,1899-12-30 00:08:45,UberX,Uber Pay,1,7.78,$32,Lenox Hill East,1.00
42508,2024-06-14 00:00:00,1899-12-30 02:12:10,Uber Black,Cash,1,7.78,$23.5,Washington Heights South,1.00
54983,2024-06-17 00:00:00,1899-12-30 14:38:46,Uber Black,Uber Pay,1,7.78,$28.26,East Harlem South,1.00
62619,2024-06-19 00:00:00,1899-12-30 10:58:03,UberX,Uber Pay,1,7.78,$34.86,Midtown North,1.00
63204,2024-06-19 00:00:00,1899-12-30 12:47:03,UberX,Cash,1,7.78,$28,East Chelsea,1.00
68675,2024-06-20 00:00:00,1899-12-30 18:56:57,UberX,Uber Pay,2,7.78,$28.86,Lincoln Square West,1.00
93416,2024-06-26 00:00:00,1899-12-30 01:10:27,Uber Comfort,Uber Pay,3,7.78,$34.08,East Chelsea,1.00
105950,2024-06-28 00:00:00,1899-12-30 22:19:35,UberXL,Uber Pay,2,7.78,$29.06,LaGuardia Airport,1.00
106167,2024-06-29 00:00:00,1899-12-30 00:37:50,UberX,Uber Pay,3,7.78,$26,Murray Hill,1.00
107338,2024-06-29 00:00:00,1899-12-30 10:30:12,UberX,Cash,6,7.78,$26,LaGuardia Airport,1.00
109890,2024-06-29 00:00:00,1899-12-30 17:14:31,Uber Comfort,Uber Pay,1,7.78,$38,Murray Hill,1.00
12426,2024-06-05 00:00:00,1899-12-30 02:00:04,Uber Green,Cash,1,7.77,$23.5,Sutton Place/Turtle Bay North,1.00
18592,2024-06-07 00:00:00,1899-12-30 08:16:58,Uber Green,Cash,1,7.77,$22.5,Upper East Side South,1.00
19784,2024-06-07 00:00:00,1899-12-30 17:06:05,Uber Black,Cash,1,7.77,$22.5,JFK Airport,1.00
25804,2024-06-09 00:00:00,1899-12-30 14:15:05,UberX,Cash,1,7.77,$24,Kips Bay,1.00
31592,2024-06-11 00:00:00,1899-12-30 06:47:00,UberX,Uber Pay,1,7.77,$31.54,Central Park,1.00
46906,2024-06-15 00:00:00,1899-12-30 15:02:18,Uber Green,Uber Pay,1,7.77,$30.66,World Trade Center,1.00
87770,2024-06-24 00:00:00,1899-12-30 23:45:55,UberX,Cash,1,7.77,$26,West Village,1.00
88798,2024-06-25 00:00:00,1899-12-30 09:03:08,Uber Green,Uber Pay,1,7.77,$30,Lenox Hill East,1.00
92440,2024-06-25 00:00:00,1899-12-30 19:09:19,UberX,Uber Pay,3,7.77,$31.46,LaGuardia Airport,1.00
95657,2024-06-26 00:00:00,1899-12-30 13:12:22,UberX,Uber Pay,3,7.77,$34.38,Jackson Heights,1.00
102633,2024-06-27 00:00:00,1899-12-30 22:56:19,Uber Green,Uber Pay,1,7.77,$24.5,Penn Station/Madison Sq West,1.00
18338,2024-06-07 00:00:00,1899-12-30 00:13:40,UberX,Uber Pay,1,7.76,$25.68,Clinton East,1.00
19371,2024-06-07 00:00:00,1899-12-30 16:02:37,UberX,Uber Pay,6,7.76,$32.98,LaGuardia Airport,1.00
41647,2024-06-13 00:00:00,1899-12-30 19:01:16,Uber Black,Uber Pay,3,7.76,$28.28,NV,1.00
53031,2024-06-17 00:00:00,1899-12-30 07:05:37,Uber Green,Cash,1,7.76,$23.5,Clinton East,1.00
54324,2024-06-17 00:00:00,1899-12-30 12:22:35,UberX,Uber Pay,6,7.76,$32.38,Kips Bay,1.00
62941,2024-06-19 00:00:00,1899-12-30 12:59:22,UberXL,Cash,1,7.76,$24.5,Battery Park City,1.00
78704,2024-06-23 00:00:00,1899-12-30 11:42:38,UberXL,Uber Pay,4,7.76,$22.5,Clinton East,1.00
84468,2024-06-24 00:00:00,1899-12-30 12:25:16,UberX,Uber Pay,4,7.76,$32.58,LaGuardia Airport,1.00
85192,2024-06-24 00:00:00,1899-12-30 14:05:02,UberX,Uber Pay,1,7.76,$26,Financial District North,1.00
88731,2024-06-25 00:00:00,1899-12-30 09:06:19,Uber Comfort,Uber Pay,2,7.76,$25.53,Clinton East,1.00
89742,2024-06-25 00:00:00,1899-12-30 12:09:48,UberX,Cash,2,7.76,$24,Times Sq/Theatre District,1.00
96176,2024-06-26 00:00:00,1899-12-30 14:16:14,Uber Black,Uber Pay,1,7.76,$30.48,LaGuardia Airport,1.00
97854,2024-06-26 00:00:00,1899-12-30 18:58:44,Uber Black,Uber Pay,1,7.76,$25.5,Midtown Center,1.00
102116,2024-06-27 00:00:00,1899-12-30 19:42:35,UberXL,Cash,6,7.76,$26,Lenox Hill East,1.00
109010,2024-06-29 00:00:00,1899-12-30 14:29:08,UberX,Cash,1,7.76,$26,Flatiron,1.00
113336,2024-06-30 00:00:00,1899-12-30 12:08:53,Uber Black,Cash,1,7.76,$25.5,Yorkville West,1.00
4075,2024-06-02 00:00:00,1899-12-30 11:28:50,UberX,Uber Pay,1,7.75,$28.36,JFK Airport,1.00
15132,2024-06-05 00:00:00,1899-12-30 18:25:43,UberXL,Cash,3,7.75,$22.5,LaGuardia Airport,1.00
15761,2024-06-06 00:00:00,1899-12-30 00:30:58,UberXL,Uber Pay,1,7.75,$30.16,Kips Bay,1.00
17517,2024-06-06 00:00:00,1899-12-30 17:14:17,Uber Green,Cash,5,7.75,$28,East Chelsea,1.00
24803,2024-06-09 00:00:00,1899-12-30 10:32:17,UberX,Cash,6,7.75,$22.5,NV,1.00
34858,2024-06-11 00:00:00,1899-12-30 20:19:34,UberX,Cash,1,7.75,$24,Kips Bay,1.00
39274,2024-06-12 00:00:00,1899-12-30 22:58:49,UberX,Uber Pay,6,7.75,$32.34,Lenox Hill West,1.00
44502,2024-06-14 00:00:00,1899-12-30 21:44:14,UberX,Uber Pay,1,7.75,$30.32,East Chelsea,1.00
51462,2024-06-16 00:00:00,1899-12-30 16:51:44,Uber Green,Uber Pay,1,7.75,$31.23,Midtown East,1.00
56248,2024-06-17 00:00:00,1899-12-30 18:52:44,Uber Comfort,Cash,1,7.75,$30,Central Harlem,1.00
60673,2024-06-18 00:00:00,1899-12-30 18:04:39,UberX,Cash,1,7.75,$24.5,Manhattanville,1.00
64582,2024-06-19 00:00:00,1899-12-30 16:08:42,UberX,Cash,1,7.75,$26.5,Penn Station/Madison Sq West,1.00
74454,2024-06-22 00:00:00,1899-12-30 13:44:53,UberX,Cash,1,7.75,$26.5,Financial District North,1.00
76948,2024-06-22 00:00:00,1899-12-30 21:47:02,Uber Comfort,Uber Pay,1,7.75,$27.5,LaGuardia Airport,1.00
85864,2024-06-24 00:00:00,1899-12-30 16:40:09,Uber Green,Uber Pay,6,7.75,$30.5,LaGuardia Airport,1.00
86237,2024-06-24 00:00:00,1899-12-30 17:55:11,Uber Black,Uber Pay,1,7.75,$31.08,Clinton East,1.00
87469,2024-06-24 00:00:00,1899-12-30 21:13:25,Uber Black,Cash,1,7.75,$23,Upper East Side South,1.00
97933,2024-06-26 00:00:00,1899-12-30 19:36:45,UberX,Cash,1,7.75,$27,East Harlem South,1.00
103543,2024-06-28 00:00:00,1899-12-30 10:03:46,UberXL,Cash,1,7.75,$22.5,Hillcrest/Pomonok,1.00
646,2024-06-01 00:00:00,1899-12-30 09:00:50,Uber Comfort,Uber Pay,1,7.74,$32.84,Lenox Hill West,1.00
11917,2024-06-04 00:00:00,1899-12-30 18:07:32,UberXL,Uber Pay,1,7.74,$30.5,Upper East Side North,1.00
15520,2024-06-05 00:00:00,1899-12-30 20:17:57,Uber Comfort,Uber Pay,1,7.74,$32.48,Jackson Heights,1.00
26961,2024-06-09 00:00:00,1899-12-30 18:19:38,UberX,Uber Pay,1,7.74,$29.66,Midtown East,1.00
51959,2024-06-16 00:00:00,1899-12-30 18:58:31,UberX,Uber Pay,2,7.74,$28.46,Clinton East,1.00
58992,2024-06-18 00:00:00,1899-12-30 13:38:39,UberX,Uber Pay,1,7.74,$36.66,Lenox Hill East,1.00
69491,2024-06-21 00:00:00,1899-12-30 00:48:34,UberX,Uber Pay,2,7.74,$28,Penn Station/Madison Sq West,1.00
70515,2024-06-21 00:00:00,1899-12-30 13:27:33,UberX,Uber Pay,6,7.74,$32.36,LaGuardia Airport,1.00
77315,2024-06-23 00:00:00,1899-12-30 05:54:41,UberX,Cash,4,7.74,$22.5,East Harlem South,1.00
97555,2024-06-26 00:00:00,1899-12-30 18:36:23,Uber Green,Uber Pay,1,7.74,$31.19,Seaport,1.00
102306,2024-06-27 00:00:00,1899-12-30 20:22:42,Uber Comfort,Uber Pay,1,7.74,$30.76,East Village,1.00
104121,2024-06-28 00:00:00,1899-12-30 13:21:46,UberX,Uber Pay,1,7.74,$28.26,East Harlem South,1.00
106172,2024-06-29 00:00:00,1899-12-30 00:12:34,UberXL,Uber Pay,1,7.74,$23.5,NV,1.00
106317,2024-06-29 00:00:00,1899-12-30 04:51:59,UberXL,Cash,1,7.74,$23.5,Lenox Hill West,1.00
109956,2024-06-29 00:00:00,1899-12-30 17:11:33,Uber Black,Uber Pay,1,7.74,$29.79,JFK Airport,1.00
113465,2024-06-30 00:00:00,1899-12-30 12:22:37,Uber Green,Uber Pay,6,7.74,$25,LaGuardia Airport,1.00
17611,2024-06-06 00:00:00,1899-12-30 18:51:39,UberX,Uber Pay,1,7.73,$32.46,Flatiron,1.00
37616,2024-06-12 00:00:00,1899-12-30 15:31:28,UberX,Uber Pay,2,7.73,$25.5,Clinton West,1.00
52569,2024-06-16 00:00:00,1899-12-30 21:29:45,UberX,Cash,1,7.73,$22.5,East Elmhurst,1.00
56531,2024-06-17 00:00:00,1899-12-30 19:27:39,Uber Comfort,Cash,3,7.73,$25,Hudson Sq,1.00
76606,2024-06-22 00:00:00,1899-12-30 19:25:16,Uber Comfort,Cash,6,7.73,$27.5,Midtown South,1.00
85719,2024-06-24 00:00:00,1899-12-30 15:47:05,Uber Comfort,Uber Pay,1,7.73,$33.66,Sutton Place/Turtle Bay North,1.00
1743,2024-06-01 00:00:00,1899-12-30 14:33:55,UberX,Cash,1,7.72,$23.5,Upper West Side South,1.00
24205,2024-06-09 00:00:00,1899-12-30 07:48:46,Uber Comfort,Uber Pay,1,7.72,$28.88,Yorkville East,1.00
28933,2024-06-10 00:00:00,1899-12-30 11:15:08,Uber Comfort,Uber Pay,1,7.72,$29.82,Penn Station/Madison Sq West,1.00
41671,2024-06-13 00:00:00,1899-12-30 19:07:47,Uber Comfort,Uber Pay,1,7.72,$25.5,Lenox Hill West,1.00
42614,2024-06-14 00:00:00,1899-12-30 06:21:04,UberX,Cash,1,7.72,$23.5,East Harlem South,1.00
47210,2024-06-15 00:00:00,1899-12-30 16:31:35,UberX,Cash,1,7.72,$24,East Harlem North,1.00
47676,2024-06-15 00:00:00,1899-12-30 17:19:32,Uber Comfort,Uber Pay,1,7.72,$32.06,Upper East Side North,1.00
51738,2024-06-16 00:00:00,1899-12-30 17:55:22,UberX,Uber Pay,2,7.72,$33.79,Lenox Hill East,1.00
55899,2024-06-17 00:00:00,1899-12-30 17:53:13,Uber Comfort,Cash,2,7.72,$25,Boerum Hill,1.00
77161,2024-06-23 00:00:00,1899-12-30 00:02:18,UberX,Cash,1,7.72,$26.5,West Village,1.00
97256,2024-06-26 00:00:00,1899-12-30 17:43:32,Uber Black,Uber Pay,1,7.72,$30.08,East Harlem South,1.00
102949,2024-06-28 00:00:00,1899-12-30 01:01:52,Uber Comfort,Uber Pay,1,7.72,$27.16,East Village,1.00
109234,2024-06-29 00:00:00,1899-12-30 15:26:42,Uber Green,Uber Pay,1,7.72,$31.26,Midtown North,1.00
8972,2024-06-03 00:00:00,1899-12-30 20:33:47,UberX,Cash,3,7.71,$22.5,Astoria,1.00
10740,2024-06-04 00:00:00,1899-12-30 15:43:01,Uber Black,Uber Pay,1,7.71,$34.58,Central Harlem,1.00
29394,2024-06-10 00:00:00,1899-12-30 13:47:59,Uber Green,Uber Pay,1,7.71,$27.5,Central Harlem North,1.00
37539,2024-06-12 00:00:00,1899-12-30 15:03:41,Uber Green,Uber Pay,1,7.71,$37.39,East Harlem South,1.00
42407,2024-06-13 00:00:00,1899-12-30 23:56:58,Uber Green,Cash,1,7.71,$24.5,Manhattan Valley,1.00
45331,2024-06-15 00:00:00,1899-12-30 09:45:50,UberXL,Uber Pay,1,7.71,$34.14,Upper East Side South,1.00
55153,2024-06-17 00:00:00,1899-12-30 14:35:22,Uber Black,Cash,1,7.71,$25.5,LaGuardia Airport,1.00
70602,2024-06-21 00:00:00,1899-12-30 13:53:10,UberX,Uber Pay,4,7.71,$27.06,Lenox Hill East,1.00
101279,2024-06-27 00:00:00,1899-12-30 15:25:39,UberXL,Uber Pay,1,7.71,$33.68,Garment District,1.00
109247,2024-06-29 00:00:00,1899-12-30 15:39:52,UberXL,Uber Pay,2,7.71,$29.46,TriBeCa/Civic Center,1.00
114,2024-06-01 00:00:00,1899-12-30 05:26:46,UberX,Cash,1,7.7,$24,Garment District,1.00
918,2024-06-01 00:00:00,1899-12-30 10:04:21,UberXL,Uber Pay,1,7.7,$33,Chinatown,1.00
1145,2024-06-01 00:00:00,1899-12-30 12:32:48,Uber Comfort,Uber Pay,1,7.7,$35.2,Manhattan Valley,1.00
4418,2024-06-02 00:00:00,1899-12-30 12:50:22,Uber Black,Cash,1,7.7,$28,East Harlem North,1.00
5401,2024-06-02 00:00:00,1899-12-30 17:27:32,Uber Comfort,Cash,1,7.7,$24,Penn Station/Madison Sq West,1.00
5433,2024-06-02 00:00:00,1899-12-30 17:49:20,UberX,Cash,1,7.7,$33,Flatiron,1.00
5507,2024-06-02 00:00:00,1899-12-30 17:04:37,UberXL,Uber Pay,2,7.7,$28.5,Bushwick North,1.00
8891,2024-06-03 00:00:00,1899-12-30 19:46:52,Uber Green,Uber Pay,1,7.7,$27.38,Upper East Side North,1.00
11148,2024-06-04 00:00:00,1899-12-30 15:08:11,UberX,Uber Pay,1,7.7,$27.28,Washington Heights South,1.00
12111,2024-06-04 00:00:00,1899-12-30 19:06:32,UberX,Uber Pay,1,7.7,$29.2,Clinton East,1.00
12589,2024-06-05 00:00:00,1899-12-30 07:55:16,Uber Comfort,Cash,1,7.7,$24.5,Astoria,1.00
15305,2024-06-05 00:00:00,1899-12-30 19:17:42,UberX,Cash,1,7.7,$31,East Harlem North,1.00
15477,2024-06-05 00:00:00,1899-12-30 20:06:47,Uber Comfort,Cash,1,7.7,$25.5,Lincoln Square West,1.00
16487,2024-06-06 00:00:00,1899-12-30 12:33:03,UberX,Uber Pay,1,7.7,$32.7,Lenox Hill West,1.00
17711,2024-06-06 00:00:00,1899-12-30 18:22:11,UberX,Uber Pay,1,7.7,$28.26,Greenwich Village North,1.00
19934,2024-06-07 00:00:00,1899-12-30 18:25:29,Uber Black,Uber Pay,1,7.7,$32.05,West Village,1.00
21427,2024-06-08 00:00:00,1899-12-30 10:18:02,UberX,Cash,1,7.7,$24,Garment District,1.00
23477,2024-06-08 00:00:00,1899-12-30 19:26:09,UberXL,Cash,1,7.7,$22.5,East Harlem South,1.00
24816,2024-06-09 00:00:00,1899-12-30 10:36:53,UberX,Cash,1,7.7,$24,LaGuardia Airport,1.00
26721,2024-06-09 00:00:00,1899-12-30 17:38:59,UberXL,Uber Pay,2,7.7,$29.08,LaGuardia Airport,1.00
27551,2024-06-09 00:00:00,1899-12-30 21:51:02,UberX,Cash,1,7.7,$24,Lenox Hill West,1.00
30149,2024-06-10 00:00:00,1899-12-30 16:30:26,UberXL,Uber Pay,2,7.7,$27.5,LaGuardia Airport,1.00
32125,2024-06-11 00:00:00,1899-12-30 09:02:16,UberX,Cash,1,7.7,$26,Canarsie,1.00
32988,2024-06-11 00:00:00,1899-12-30 12:38:05,UberX,Cash,1,7.7,$31.5,Union Sq,1.00
34170,2024-06-11 00:00:00,1899-12-30 17:17:57,UberX,Uber Pay,1,7.7,$28.5,LaGuardia Airport,1.00
34435,2024-06-11 00:00:00,1899-12-30 18:44:59,Uber Black,Uber Pay,1,7.7,$29.65,West Chelsea/Hudson Yards,1.00
35233,2024-06-12 00:00:00,1899-12-30 06:31:17,UberXL,Cash,2,7.7,$25,East Elmhurst,1.00
36185,2024-06-12 00:00:00,1899-12-30 10:34:28,UberX,Cash,1,7.7,$27,Lenox Hill West,1.00
38839,2024-06-12 00:00:00,1899-12-30 20:28:45,Uber Black,Uber Pay,1,7.7,$33.6,Flatiron,1.00
39556,2024-06-13 00:00:00,1899-12-30 06:30:33,UberX,Cash,1,7.7,$25.5,Sunnyside,1.00
40664,2024-06-13 00:00:00,1899-12-30 14:07:23,Uber Green,Uber Pay,2,7.7,$28.88,NV,1.00
41614,2024-06-13 00:00:00,1899-12-30 18:52:55,UberXL,Uber Pay,2,7.7,$35.4,Upper West Side North,1.00
42859,2024-06-14 00:00:00,1899-12-30 10:38:32,Uber Comfort,Cash,1,7.7,$22.5,East Harlem South,1.00
44602,2024-06-14 00:00:00,1899-12-30 22:45:37,Uber Green,Uber Pay,1,7.7,$27.25,LaGuardia Airport,1.00
45487,2024-06-15 00:00:00,1899-12-30 09:47:16,UberX,Cash,1,7.7,$24.5,Central Park,1.00
45566,2024-06-15 00:00:00,1899-12-30 10:16:25,Uber Comfort,Uber Pay,1,7.7,$33.95,Greenwich Village South,1.00
48612,2024-06-16 00:00:00,1899-12-30 04:01:56,UberXL,Uber Pay,1,7.7,$24.5,Penn Station/Madison Sq West,1.00
53703,2024-06-17 00:00:00,1899-12-30 10:29:16,Uber Comfort,Cash,1,7.7,$23.5,LaGuardia Airport,1.00
60321,2024-06-18 00:00:00,1899-12-30 17:54:11,UberX,Uber Pay,1,7.7,$32.7,Downtown Brooklyn/MetroTech,1.00
61224,2024-06-18 00:00:00,1899-12-30 21:09:02,UberX,Cash,1,7.7,$25.5,Morningside Heights,1.00
66096,2024-06-19 00:00:00,1899-12-30 23:56:23,Uber Green,Uber Pay,1,7.7,$27.85,Upper West Side North,1.00
67170,2024-06-20 00:00:00,1899-12-30 12:43:31,Uber Black,Uber Pay,2,7.7,$27,Lincoln Square East,1.00
67320,2024-06-20 00:00:00,1899-12-30 12:12:18,Uber Green,Uber Pay,1,7.7,$28.25,LaGuardia Airport,1.00
67401,2024-06-20 00:00:00,1899-12-30 12:22:21,Uber Green,Uber Pay,1,7.7,$29.72,Penn Station/Madison Sq West,1.00
67937,2024-06-20 00:00:00,1899-12-30 15:50:06,Uber Black,Uber Pay,1,7.7,$30.05,Murray Hill,1.00
69124,2024-06-20 00:00:00,1899-12-30 21:22:37,Uber Comfort,Uber Pay,1,7.7,$31.69,West Village,1.00
69244,2024-06-20 00:00:00,1899-12-30 22:12:51,UberX,Uber Pay,1,7.7,$28.35,Upper East Side North,1.00
70184,2024-06-21 00:00:00,1899-12-30 12:51:39,Uber Comfort,Uber Pay,1,7.7,$33.05,Upper West Side South,1.00
70282,2024-06-21 00:00:00,1899-12-30 12:52:42,Uber Comfort,Cash,1,7.7,$25,JFK Airport,1.00
71176,2024-06-21 00:00:00,1899-12-30 16:44:40,UberX,Uber Pay,1,7.7,$35.75,Penn Station/Madison Sq West,1.00
71472,2024-06-21 00:00:00,1899-12-30 18:47:40,UberXL,Cash,2,7.7,$24.5,Upper West Side North,1.00
73306,2024-06-22 00:00:00,1899-12-30 10:24:55,UberX,Cash,1,7.7,$24,JFK Airport,1.00
76987,2024-06-22 00:00:00,1899-12-30 22:22:05,Uber Black,Cash,1,7.7,$25,LaGuardia Airport,1.00
80167,2024-06-23 00:00:00,1899-12-30 15:11:28,Uber Comfort,Uber Pay,1,7.7,$38.3,Midtown South,1.00
80229,2024-06-23 00:00:00,1899-12-30 15:20:48,UberX,Uber Pay,1,7.7,$44.55,Upper East Side South,1.00
83643,2024-06-24 00:00:00,1899-12-30 10:46:07,UberX,Uber Pay,6,7.7,$27.16,JFK Airport,1.00
84006,2024-06-24 00:00:00,1899-12-30 11:29:54,UberX,Cash,1,7.7,$24.5,LaGuardia Airport,1.00
85021,2024-06-24 00:00:00,1899-12-30 14:27:19,UberX,Uber Pay,1,7.7,$27.15,Astoria,1.00
89270,2024-06-25 00:00:00,1899-12-30 11:45:16,Uber Black,Cash,1,7.7,$22,JFK Airport,1.00
90683,2024-06-25 00:00:00,1899-12-30 14:04:50,UberX,Uber Pay,1,7.7,$28.08,Upper West Side North,1.00
92646,2024-06-25 00:00:00,1899-12-30 19:23:18,UberX,Uber Pay,2,7.7,$25,Kips Bay,1.00
98510,2024-06-26 00:00:00,1899-12-30 21:26:20,UberX,Uber Pay,1,7.7,$33.15,Greenwich Village South,1.00
99705,2024-06-27 00:00:00,1899-12-30 09:28:11,UberXL,Uber Pay,1,7.7,$27.5,LaGuardia Airport,1.00
101181,2024-06-27 00:00:00,1899-12-30 15:03:55,Uber Comfort,Uber Pay,1,7.7,$34.25,Sutton Place/Turtle Bay North,1.00
102434,2024-06-27 00:00:00,1899-12-30 21:56:56,Uber Comfort,Uber Pay,1,7.7,$32.55,East Harlem South,1.00
103290,2024-06-28 00:00:00,1899-12-30 08:32:30,UberX,Uber Pay,1,7.7,$29.45,Financial District North,1.00
106785,2024-06-29 00:00:00,1899-12-30 08:31:29,UberXL,Uber Pay,2,7.7,$28.5,Yorkville West,1.00
110618,2024-06-29 00:00:00,1899-12-30 18:30:30,Uber Black,Uber Pay,1,7.7,$30.5,Mott Haven/Port Morris,1.00
111217,2024-06-29 00:00:00,1899-12-30 21:30:00,UberXL,Uber Pay,1,7.7,$31.35,LaGuardia Airport,1.00
111454,2024-06-30 00:00:00,1899-12-30 00:17:34,UberXL,Uber Pay,1,7.7,$28.35,Clinton East,1.00
113668,2024-06-30 00:00:00,1899-12-30 12:04:35,Uber Green,Uber Pay,1,7.7,$27,East Chelsea,1.00
3559,2024-06-02 00:00:00,1899-12-30 08:41:00,UberXL,Uber Pay,2,7.69,$28,Lenox Hill East,1.00
35008,2024-06-11 00:00:00,1899-12-30 22:41:17,UberX,Uber Pay,1,7.69,$24.5,NV,1.00
43964,2024-06-14 00:00:00,1899-12-30 17:10:48,Uber Comfort,Uber Pay,1,7.69,$27.5,TriBeCa/Civic Center,1.00
46534,2024-06-15 00:00:00,1899-12-30 13:40:03,Uber Black,Uber Pay,1,7.69,$34.14,Seaport,1.00
65087,2024-06-19 00:00:00,1899-12-30 18:04:11,UberX,Cash,1,7.69,$25.5,Stuy Town/Peter Cooper Village,1.00
75122,2024-06-22 00:00:00,1899-12-30 15:25:27,UberX,Uber Pay,1,7.69,$33.66,Kips Bay,1.00
75410,2024-06-22 00:00:00,1899-12-30 16:27:44,UberX,Uber Pay,1,7.69,$26,Financial District South,1.00
